State; FIPS; County; pop; landAreakm2; waterAreakm2; totalAreakm2; lat; long
NC;37125;Moore;88,247;1,807.404;20.746;1,828.151;+35.310163°;–79.480664°
NC;37127;Nash;95,840;1,399.646;6.118;1,405.764;+35.965945°;–77.987555°
NC;37129;New Hanover;202,667;496.072;353.971;850.043;+34.177466°;–77.871378°
NC;37131;Northampton;22,099;1,389.758;36.301;1,426.059;+36.421774°;–77.398352°
NC;37133;Onslow;177,772;1,975.497;370.807;2,346.304;+34.763460°;–77.503297°
NC;37135;Orange;133,801;1,030.706;8.986;1,039.692;+36.062499°;–79.119355°
NC;37137;Pamlico;13,144;871.627;596.248;1,467.876;+35.147462°;–76.665069°
NC;37139;Pasquotank;40,661;587.617;162.021;749.638;+36.265276°;–76.260355°
NC;37141;Pender;52,217;2,252.759;163.146;2,415.904;+34.512581°;–77.888029°
NC;37143;Perquimans;13,453;639.957;212.061;852.018;+36.178261°;–76.404269°
NC;37145;Person;39,464;1,016.109;30.450;1,046.559;+36.386387°;–78.965471°
NC;37147;Pitt;168,148;1,688.606;7.382;1,695.988;+35.591065°;–77.372404°
NC;37149;Polk;20,510;615.871;1.932;617.803;+35.278928°;–82.167667°
NC;37151;Randolph;141,752;2,026.711;17.696;2,044.407;+35.709915°;–79.806215°
NC;37153;Richmond;46,639;1,227.192;15.791;1,242.982;+35.001957°;–79.747809°
NC;37155;Robeson;134,168;2,458.470;4.574;2,463.045;+34.639210°;–79.100881°
NC;37157;Rockingham;93,643;1,464.770;18.530;1,483.300;+36.380927°;–79.782889°
NC;37159;Rowan;138,428;1,324.451;31.990;1,356.441;+35.639218°;–80.525344°
NC;37161;Rutherford;67,810;1,461.144;4.400;1,465.544;+35.402747°;–81.919583°
NC;37163;Sampson;63,431;2,446.866;4.806;2,451.671;+34.990575°;–78.371382°
NC;37165;Scotland;36,157;825.804;3.832;829.635;+34.840023°;–79.477337°
NC;37167;Stanly;60,585;1,023.267;25.262;1,048.529;+35.310523°;–80.254355°
NC;37169;Stokes;47,401;1,162.535;17.539;1,180.074;+36.404195°;–80.239271°
NC;37171;Surry;73,673;1,378.304;10.716;1,389.020;+36.415416°;–80.686463°
NC;37173;Swain;13,981;1,367.504;32.758;1,400.263;+35.568849°;–83.465614°
NC;37175;Transylvania;33,090;980.383;5.141;985.524;+35.210095°;–82.816696°
NC;37177;Tyrrell;4,407;1,007.595;531.423;1,539.018;+35.870420°;–76.165345°
NC;37179;Union;201,292;1,635.630;20.736;1,656.366;+34.991501°;–80.530131°
NC;37181;Vance;45,422;656.607;42.223;698.830;+36.365481°;–78.405434°
NC;37183;Wake;900,993;2,163.206;57.247;2,220.453;+35.789846°;–78.650624°
NC;37185;Warren;20,972;1,109.696;39.642;1,149.338;+36.397979°;–78.099924°
NC;37187;Washington;13,228;901.665;196.093;1,097.758;+35.844589°;–76.572334°
NC;37189;Watauga;51,079;809.516;2.322;811.838;+36.235371°;–81.709919°
NC;37191;Wayne;122,623;1,432.489;9.753;1,442.241;+35.362741°;–78.004826°
NC;37193;Wilkes;69,340;1,953.571;6.843;1,960.415;+36.209303°;–81.165354°
NC;37195;Wilson;81,234;953.567;14.396;967.963;+35.704125°;–77.918982°
NC;37197;Yadkin;38,406;867.204;6.932;874.136;+36.158765°;–80.665164°
NC;37199;Yancey;17,818;809.623;1.459;811.082;+35.889504°;–82.303980°
ND;38001;Adams;2,343;2,557.922;2.834;2,560.756;+46.096815°;–102.533198°
ND;38003;Barnes;11,066;3,863.107;56.594;3,919.700;+46.942550°;–98.070195°
ND;38005;Benson;6,660;3,596.737;131.543;3,728.280;+48.071738°;–99.361987°
ND;38007;Billings;783;2,975.516;11.972;2,987.488;+47.009283°;–103.364924°
ND;38009;Bottineau;6,429;4,321.190;74.919;4,396.109;+48.794412°;–100.831257°
ND;38011;Bowman;3,151;3,009.067;13.588;3,022.655;+46.107807°;–103.506586°
ND;38013;Burke;1,968;2,858.227;65.673;2,923.900;+48.786453°;–102.520087°
ND;38015;Burleigh;81,308;4,228.552;92.317;4,320.870;+46.971843°;–100.462001°
ND;38017;Cass;149,778;4,571.166;7.673;4,578.839;+46.927003°;–97.252375°
ND;38019;Cavalier;3,993;3,855.847;54.932;3,910.778;+48.768439°;–98.463790°
ND;38021;Dickey;5,289;2,930.495;27.611;2,958.105;+46.107756°;–98.496518°
ND;38023;Divide;2,071;3,265.421;86.618;3,352.039;+48.818142°;–103.497653°
ND;38025;Dunn;3,536;5,201.886;190.579;5,392.466;+47.354610°;–102.612365°
ND;38027;Eddy;2,385;1,632.134;36.114;1,668.248;+47.723436°;–98.900475°
ND;38029;Emmons;3,550;3,912.008;115.481;4,027.489;+46.284255°;–100.237842°
ND;38031;Foster;3,343;1,645.815;29.451;1,675.265;+47.464327°;–98.872817°
ND;38033;Golden Valley;1,680;2,592.024;4.148;2,596.172;+46.938924°;–103.844612°
ND;38035;Grand Forks;66,861;3,720.197;8.098;3,728.295;+47.926003°;–97.450851°
ND;38037;Grant;2,394;4,297.150;17.563;4,314.714;+46.357827°;–101.639049°
ND;38039;Griggs;2,420;1,835.822;19.759;1,855.581;+47.463463°;–98.232444°
ND;38041;Hettinger;2,477;2,932.439;4.037;2,936.476;+46.434939°;–102.458385°
ND;38043;Kidder;2,435;3,499.564;211.662;3,711.226;+46.935385°;–99.742727°
ND;38045;LaMoure;4,139;2,967.979;12.813;2,980.792;+46.464195°;–98.526057°
ND;38047;Logan;1,990;2,571.386;47.716;2,619.101;+46.469278°;–99.504585°
ND;38049;McHenry;5,395;4,853.519;97.355;4,950.874;+48.233842°;–100.633267°
ND;38051;McIntosh;2,809;2,524.547;51.818;2,576.364;+46.117034°;–99.443041°
ND;38053;McKenzie;6,360;7,149.204;260.170;7,409.374;+47.742475°;–103.403215°
ND;38055;McLean;8,962;5,467.143;562.392;6,029.535;+47.653055°;–101.421794°
ND;38057;Mercer;8,424;2,701.247;180.092;2,881.339;+47.303279°;–101.820765°
ND;38059;Morton;27,471;4,989.017;49.667;5,038.684;+46.713789°;–101.279743°
ND;38061;Mountrail;7,673;4,727.500;301.140;5,028.640;+48.210291°;–102.364756°
ND;38063;Nelson;3,126;2,542.785;70.037;2,612.822;+47.918667°;–98.204428°
ND;38065;Oliver;1,846;1,871.294;22.476;1,893.770;+47.118079°;–101.331420°
ND;38067;Pembina;7,413;2,897.404;6.996;2,904.400;+48.766896°;–97.545405°
ND;38069;Pierce;4,357;2,638.163;165.071;2,803.233;+48.238883°;–99.966497°
ND;38071;Ramsey;11,451;3,073.937;295.416;3,369.353;+48.265551°;–98.737329°
ND;38073;Ransom;5,457;2,233.494;3.581;2,237.075;+46.449276°;–97.647554°
ND;38075;Renville;2,470;2,271.557;40.648;2,312.205;+48.712782°;–101.658152°
ND;38077;Richland;16,321;3,718.651;25.036;3,743.686;+46.265219°;–96.937960°
ND;38079;Rolette;13,937;2,338.964;93.919;2,432.882;+48.768272°;–99.840463°
ND;38081;Sargent;3,829;2,223.539;21.720;2,245.260;+46.108206°;–97.630030°
ND;38083;Sheridan;1,321;2,518.450;86.143;2,604.593;+47.581373°;–100.341499°
ND;38085;Sioux;4,153;2,833.691;88.450;2,922.141;+46.109282°;–101.047525°
ND;38087;Slope;727;3,146.633;10.978;3,157.611;+46.445834°;–103.462462°
ND;38089;Stark;24,199;3,456.948;14.136;3,471.084;+46.817031°;–102.662026°
ND;38091;Steele;1,975;1,844.629;8.414;1,853.044;+47.458288°;–97.718895°
ND;38093;Stutsman;21,100;5,754.240;197.315;5,951.555;+46.971103°;–98.957592°
ND;38095;Towner;2,246;2,653.600;43.819;2,697.419;+48.682183°;–99.248158°
ND;38097;Traill;8,121;2,232.438;1.462;2,233.900;+47.446215°;–97.164754°
ND;38099;Walsh;11,119;3,320.186;31.504;3,351.691;+48.376979°;–97.722230°
ND;38101;Ward;61,675;5,214.369;110.542;5,324.911;+48.216686°;–101.540537°
ND;38103;Wells;4,207;3,291.996;50.053;3,342.049;+47.580851°;–99.671502°
ND;38105;Williams;22,398;5,380.445;182.523;5,562.968;+48.345867°;–103.487400°
OH;39001;Adams;28,550;1,512.209;6.166;1,518.375;+38.841681°;–83.474173°
OH;39003;Allen;106,331;1,042.459;11.275;1,053.734;+40.771528°;–84.106546°
OH;39005;Ashland;53,139;1,095.435;9.969;1,105.404;+40.843274°;–82.270121°
OH;39007;Ashtabula;101,497;1,817.993;1,724.857;3,542.850;+41.906644°;–80.745641°
OH;39009;Athens;64,757;1,304.313;12.543;1,316.856;+39.333848°;–82.046008°
OH;39011;Auglaize;45,949;1,039.585;1.345;1,040.930;+40.561309°;–84.224018°
OH;39013;Belmont;70,400;1,378.207;23.686;1,401.892;+40.017682°;–80.967727°
OH;39015;Brown;44,846;1,269.136;8.898;1,278.034;+38.931377°;–83.866772°
OH;39017;Butler;368,130;1,209.668;7.968;1,217.637;+39.439915°;–84.565397°
OH;39019;Carroll;28,836;1,022.032;11.193;1,033.225;+40.579884°;–81.090787°
OH;39021;Champaign;40,097;1,110.247;3.016;1,113.263;+40.132759°;–83.767543°
OH;39023;Clark;138,333;1,029.450;13.089;1,042.540;+39.917032°;–83.783676°
OH;39025;Clermont;197,363;1,170.934;19.856;1,190.789;+39.052084°;–84.149614°
OH;39027;Clinton;42,040;1,058.488;9.351;1,067.839;+39.414041°;–83.814542°
OH;39029;Columbiana;107,841;1,377.597;7.240;1,384.837;+40.768462°;–80.777231°
OH;39031;Coshocton;36,901;1,460.529;9.245;1,469.774;+40.296720°;–81.930112°
OH;39033;Crawford;43,784;1,040.621;2.359;1,042.980;+40.848508°;–82.924771°
OH;39035;Cuyahoga;1,280,122;1,184.119;2,041.936;3,226.055;+41.760392°;–81.724217°
OH;39037;Darke;52,959;1,549.072;4.291;1,553.363;+40.132176°;–84.620438°
OH;39039;Defiance;39,037;1,065.676;7.069;1,072.745;+41.321679°;–84.486433°
OH;39041;Delaware;174,214;1,147.618;36.859;1,184.477;+40.278941°;–83.007462°
OH;39043;Erie;77,079;651.532;969.767;1,621.299;+41.554006°;–82.525897°
OH;39045;Fairfield;146,156;1,306.419;10.750;1,317.168;+39.752935°;–82.628276°
OH;39047;Fayette;29,030;1,052.459;1.705;1,054.164;+39.553845°;–83.459327°
OH;39049;Franklin;1,163,414;1,378.361;29.319;1,407.680;+39.969447°;–83.008258°
OH;39051;Fulton;42,698;1,050.091;4.621;1,054.713;+41.597264°;–84.124267°
OH;39053;Gallia;30,934;1,208.308;12.085;1,220.393;+38.817046°;–82.301746°
OH;39055;Geauga;93,389;1,036.420;21.055;1,057.475;+41.499322°;–81.173505°
OH;39057;Greene;161,573;1,071.554;6.542;1,078.097;+39.687479°;–83.894894°
OH;39059;Guernsey;40,087;1,352.631;15.666;1,368.297;+40.056665°;–81.497875°
OH;39061;Hamilton;802,374;1,051.303;17.407;1,068.710;+39.196927°;–84.544187°
OH;39063;Hancock;74,782;1,376.210;5.960;1,382.170;+41.000471°;–83.666034°
OH;39065;Hardin;32,058;1,218.343;0.630;1,218.973;+40.660415°;–83.664077°
OH;39067;Harrison;15,864;1,042.053;21.829;1,063.882;+40.292318°;–81.091565°
OH;39069;Henry;28,215;1,077.461;9.688;1,087.149;+41.335072°;–84.065882°
OH;39071;Highland;43,589;1,432.480;12.195;1,444.675;+39.184488°;–83.603668°
OH;39073;Hocking;29,380;1,091.222;5.970;1,097.192;+39.490343°;–82.483445°
OH;39075;Holmes;42,366;1,094.356;3.745;1,098.101;+40.565309°;–81.929869°
OH;39077;Huron;59,626;1,272.966;8.616;1,281.581;+41.145080°;–82.594641°
OH;39079;Jackson;33,225;1,088.582;3.185;1,091.767;+39.013477°;–82.614142°
OH;39081;Jefferson;69,709;1,057.566;6.797;1,064.363;+40.399188°;–80.761410°
OH;39083;Knox;60,921;1,361.024;10.719;1,371.743;+40.403620°;–82.422393°
OH;39085;Lake;230,041;589.204;1,946.906;2,536.110;+41.924116°;–81.392643°
OH;39087;Lawrence;62,450;1,174.224;10.110;1,184.335;+38.603866°;–82.517186°
OH;39089;Licking;166,492;1,767.667;12.927;1,780.594;+40.093609°;–82.481251°
OH;39091;Logan;45,858;1,187.327;21.609;1,208.935;+40.387553°;–83.766343°
OH;39093;Lorain;301,356;1,271.947;1,119.471;2,391.418;+41.438805°;–82.179722°
OH;39095;Lucas;441,815;882.811;660.503;1,543.314;+41.682321°;–83.468867°
OH;39097;Madison;43,435;1,206.611;1.955;1,208.565;+39.896607°;–83.400885°
OH;39099;Mahoning;238,823;1,066.099;35.386;1,101.485;+41.010880°;–80.770396°
OH;39101;Marion;66,501;1,045.727;0.909;1,046.635;+40.588208°;–83.172927°
OH;39103;Medina;172,332;1,091.311;4.294;1,095.605;+41.116051°;–81.899566°
OH;39105;Meigs;23,770;1,113.950;7.520;1,121.470;+39.089807°;–82.028397°
OH;39107;Mercer;40,814;1,197.737;28.427;1,226.164;+40.535333°;–84.632059°
OH;39109;Miami;102,506;1,053.038;7.967;1,061.004;+40.053326°;–84.228414°
