date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2020-02-27,5,1,0.0,11.1,2,2,23,09:55 AM,10:48 PM,07:44 AM,06:58 PM,-7,-2,4,-2,35,50,46,9.6,1007,5,9,282,27
2020-02-28,7,0,0.0,7.1,1,1,30,10:20 AM,11:46 PM,07:43 AM,06:59 PM,-8,-1,3,-1,23,57,42,0.2,1014,7,10,263,17
2020-02-29,3,-2,0.0,5.8,1,1,38,10:48 AM,No moonset,07:42 AM,07:00 PM,-11,-5,0,-5,26,55,41,0.0,1016,3,10,294,20
2020-03-01,10,-1,0.0,11.6,2,2,44,11:19 AM,12:44 AM,07:40 AM,07:01 PM,-10,1,3,1,14,14,38,0.0,1023,10,10,257,10
2020-03-02,15,4,0.0,10.2,3,3,51,11:55 AM,01:44 AM,07:39 AM,07:03 PM,2,7,9,7,22,59,60,4.4,1015,15,10,204,15
2020-03-03,17,8,0.0,8.7,3,3,58,12:36 PM,02:45 AM,07:37 AM,07:04 PM,8,11,12,11,23,53,76,1.1,1006,17,9,206,14
2020-03-04,15,7,0.0,11.6,4,4,65,01:27 PM,03:46 AM,07:36 AM,07:05 PM,-2,9,11,9,21,14,43,0.0,1011,15,10,251,14
2020-03-05,12,4,0.0,11.6,3,3,73,02:25 PM,04:43 AM,07:34 AM,07:06 PM,-4,6,8,6,14,25,45,0.0,1019,12,10,243,10
2020-03-06,9,5,0.0,5.9,2,2,80,03:32 PM,05:37 AM,07:33 AM,07:07 PM,-0,4,6,4,21,64,64,10.8,1010,9,8,305,15
2020-03-07,9,1,0.0,11.6,3,3,87,04:44 PM,06:25 AM,07:31 AM,07:08 PM,-5,1,5,1,27,29,49,0.2,1025,9,10,338,21
2020-03-08,15,3,0.0,11.6,3,3,95,06:00 PM,07:07 AM,07:30 AM,07:09 PM,-4,7,9,7,15,5,42,0.0,1032,15,10,224,11
2020-03-09,20,8,0.0,11.6,5,5,100,07:16 PM,07:45 AM,07:28 AM,07:10 PM,2,13,14,13,17,23,48,0.0,1029,20,10,218,11
2020-03-10,18,14,0.0,5.9,4,4,100,08:31 PM,08:19 AM,07:27 AM,07:11 PM,9,14,15,14,32,72,68,2.6,1020,18,9,218,21
2020-03-11,12,7,0.0,7.4,2,2,84,09:46 PM,08:52 AM,07:25 AM,07:12 PM,2,9,10,9,10,69,59,1.7,1020,12,10,100,8
2020-03-12,15,9,0.0,5.9,3,3,76,10:59 PM,09:26 AM,07:24 AM,07:13 PM,7,11,12,11,12,82,73,0.0,1017,15,10,131,9
2020-03-13,21,11,0.0,7.4,4,4,69,No moonrise,10:00 AM,07:22 AM,07:14 PM,7,15,16,15,28,90,61,13.1,1014,21,9,282,20
2020-03-14,12,6,0.0,10.2,2,2,62,12:11 AM,10:38 AM,07:20 AM,07:15 PM,-4,7,9,7,15,33,42,2.0,1029,12,10,308,12
2020-03-15,10,5,0.0,6.0,2,2,55,01:21 AM,11:21 AM,07:19 AM,07:16 PM,2,6,7,6,10,83,70,13.7,1031,10,9,44,8
2020-03-16,11,4,0.0,8.8,2,2,47,02:26 AM,12:07 PM,07:17 AM,07:17 PM,-1,6,8,6,16,52,55,0.0,1031,11,10,140,12
2020-03-17,17,6,0.0,6.0,3,3,40,03:25 AM,01:00 PM,07:16 AM,07:18 PM,6,9,11,9,15,71,72,0.9,1023,17,8,259,11
2020-03-18,14,6,0.0,10.2,3,3,33,04:17 AM,01:56 PM,07:14 AM,07:19 PM,0,8,10,8,16,46,54,0.5,1030,14,9,126,13
2020-03-19,24,10,0.0,8.8,4,4,25,05:02 AM,02:54 PM,07:13 AM,07:20 PM,13,16,18,16,16,74,78,23.0,1022,24,9,245,11
2020-03-20,24,15,0.0,8.8,5,5,18,05:41 AM,03:53 PM,07:11 AM,07:21 PM,15,20,21,20,25,58,75,4.1,1016,24,9,237,15
2020-03-21,10,7,0.0,7.4,2,2,11,06:13 AM,04:52 PM,07:09 AM,07:22 PM,-1,7,9,7,18,73,50,2.6,1026,10,9,238,15
2020-03-22,10,3,0.0,10.2,3,3,4,06:43 AM,05:50 PM,07:08 AM,07:23 PM,-4,4,7,4,17,45,47,0.1,1034,10,10,93,14
2020-03-23,9,5,0.0,6.1,2,2,0,07:09 AM,06:47 PM,07:06 AM,07:24 PM,5,5,7,5,17,94,85,16.4,1024,9,8,66,12
