NAME,POPESTIMATE2019,State,Latitude,Longitude,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20
Maryland,6045680,MD,38.806352399999994,-77.2684162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,5.0,8.0,9.0,12.0,18.0,27.0,24.0,42.0,60.0,85.0,107.0,149.0,193.0,244.0,290.0,349.0,425.0,583.0,775.0,995.0,1239.0,1413.0,1660.0,1986.0,2331.0,2758.0,3125.0,3617.0,4045.0,4371.0,5529.0,6185.0,6968.0,7694.0,8225.0,8936.0,9472.0,10032.0,10784.0,11572.0,12326.0,12847.0,13684.0,14193.0,14775.0
Massachusetts,6892503,MA,42.062939799999995,-71.718067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,6.0,22.0,22.0,41.0,92.0,107.0,123.0,138.0,138.0,187.0,217.0,252.0,328.0,413.0,523.0,640.0,777.0,1159.0,1838.0,2417.0,3240.0,4257.0,4955.0,5752.0,6620.0,7738.0,8966.0,10402.0,11736.0,12500.0,13837.0,15202.0,16790.0,18941.0,20974.0,22860.0,25475.0,26867.0,28164.0,29918.0,32181.0,34402.0,36372.0,38077.0,38077.0,41199.0,42944.0
Michigan,9986857,MI,44.9435598,-86.41580490000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,16.0,25.0,32.0,54.0,63.0,119.0,259.0,402.0,540.0,1035.0,1329.0,1793.0,2296.0,2845.0,3634.0,4650.0,5488.0,6498.0,7615.0,9315.0,10791.0,12744.0,14225.0,15718.0,17221.0,18970.0,20346.0,21504.0,22434.0,23605.0,24244.0,25635.0,27001.0,28059.0,28809.0,30023.0,30791.0,31424.0,32000.0,32667.0,33966.0
Minnesota,5639632,MN,46.4418595,-93.3655146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,5.0,9.0,14.0,21.0,21.0,53.0,59.0,77.0,89.0,113.0,134.0,167.0,234.0,261.0,286.0,344.0,396.0,441.0,503.0,576.0,629.0,689.0,742.0,788.0,865.0,935.0,986.0,1069.0,1154.0,1240.0,1336.0,1427.0,1621.0,1621.0,1695.0,1809.0,1809.0,2070.0,2209.0,2356.0,2470.0,2567.0,2722.0
Mississippi,2976149,MS,32.5851062,-89.8772196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,6.0,12.0,21.0,34.0,50.0,80.0,140.0,207.0,249.0,320.0,377.0,485.0,579.0,663.0,759.0,847.0,937.0,1073.0,1177.0,1358.0,1455.0,1638.0,1738.0,1915.0,2003.0,2260.0,2469.0,2642.0,2781.0,2942.0,3087.0,3360.0,3624.0,3793.0,3974.0,4274.0,4512.0,4716.0,4894.0
Missouri,6137428,MO,38.3046615,-92.437099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,6.0,12.0,18.0,39.0,73.0,81.0,100.0,187.0,257.0,354.0,520.0,666.0,836.0,915.0,1051.0,1357.0,1613.0,1857.0,1864.0,2310.0,2347.0,2736.0,3130.0,3209.0,3432.0,3897.0,4108.0,4269.0,4515.0,4746.0,4791.0,5174.0,5371.0,5579.0,5743.0,5890.0,6066.0,6277.0
Montana,1068778,MT,46.6797995,-110.04478300000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,6.0,8.0,10.0,11.0,20.0,27.0,34.0,34.0,51.0,65.0,90.0,109.0,129.0,154.0,171.0,198.0,208.0,241.0,243.0,265.0,286.0,299.0,319.0,332.0,354.0,365.0,377.0,387.0,394.0,399.0,404.0,415.0,422.0,426.0,433.0,433.0,437.0,439.0
Nebraska,1934408,NE,41.5008195,-99.680902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,5.0,10.0,14.0,18.0,17.0,18.0,23.0,24.0,29.0,37.0,38.0,51.0,51.0,66.0,71.0,74.0,82.0,96.0,108.0,145.0,172.0,210.0,246.0,279.0,321.0,364.0,417.0,447.0,519.0,568.0,635.0,699.0,791.0,814.0,897.0,901.0,952.0,1066.0,1249.0,1474.0,1648.0,1685.0,1813.0
Nevada,3080156,NV,38.502032,-117.0230604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,4.0,4.0,7.0,10.0,18.0,20.0,20.0,45.0,55.0,55.0,95.0,161.0,161.0,190.0,245.0,278.0,323.0,420.0,536.0,626.0,920.0,1012.0,1114.0,1279.0,1463.0,1514.0,1742.0,1855.0,1953.0,2124.0,2259.0,2456.0,2722.0,2702.0,2836.0,2990.0,3134.0,3211.0,3214.0,3524.0,3626.0,3728.0,3830.0,3937.0,4081.0
New Hampshire,1359711,NH,44.00123060000001,-71.57992309999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,6.0,6.0,7.0,7.0,17.0,26.0,37.0,42.0,53.0,61.0,73.0,101.0,101.0,108.0,137.0,158.0,187.0,214.0,314.0,357.0,367.0,479.0,479.0,540.0,621.0,715.0,715.0,747.0,819.0,819.0,885.0,929.0,985.0,922.0,1139.0,1139.0,1287.0,1342.0,1390.0,1447.0,1490.0,1588.0
New Jersey,8882190,NJ,40.1430058,-74.7311156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,5.0,5.0,15.0,23.0,29.0,49.0,69.0,72.0,176.0,250.0,397.0,741.0,890.0,1327.0,1914.0,2844.0,3675.0,4402.0,6876.0,8825.0,11124.0,13386.0,16636.0,18696.0,22255.0,25590.0,29895.0,34124.0,37505.0,41090.0,44416.0,47437.0,51027.0,54588.0,58151.0,61850.0,64584.0,68824.0,71030.0,75317.0,78467.0,81420.0,85301.0,88722.0,92387.0,95914.0
New Mexico,2096829,NM,34.1662325,-106.02606850000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,10.0,13.0,13.0,21.0,23.0,28.0,35.0,42.0,55.0,57.0,83.0,100.0,113.0,113.0,136.0,208.0,237.0,237.0,315.0,327.0,373.0,490.0,506.0,624.0,686.0,794.0,821.0,865.0,1081.0,1091.0,1245.0,1262.0,1345.0,1484.0,1484.0,1597.0,1798.0,1845.0,1971.0,1971.0,2210.0
New York,19453561,NY,40.7056258,-73.97968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,23.0,31.0,76.0,106.0,142.0,150.0,220.0,327.0,421.0,613.0,615.0,967.0,1578.0,3038.0,5704.0,8403.0,11727.0,15800.0,20884.0,25681.0,30841.0,37877.0,44876.0,52410.0,59648.0,66663.0,75833.0,83948.0,92506.0,102987.0,113833.0,123160.0,131815.0,139875.0,151061.0,161779.0,172348.0,181026.0,189033.0,195749.0,203020.0,214454.0,223691.0,230597.0,241712.0,247815.0,253060.0,258361.0,263292.0
North Carolina,10488084,NC,35.2145629,-79.8912675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,7.0,7.0,15.0,17.0,25.0,32.0,39.0,64.0,92.0,136.0,189.0,256.0,305.0,353.0,495.0,590.0,738.0,887.0,1020.0,1191.0,1313.0,1535.0,1675.0,1977.0,2251.0,2486.0,2649.0,2962.0,3299.0,3499.0,3736.0,3965.0,4354.0,4570.0,4886.0,5113.0,5340.0,5639.0,6045.0,6328.0,6601.0,6895.0,7134.0,7495.0
North Dakota,762062,ND,47.467881899999995,-100.3022655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,19.0,26.0,28.0,28.0,30.0,36.0,45.0,51.0,68.0,94.0,98.0,109.0,122.0,142.0,159.0,173.0,186.0,207.0,225.0,237.0,251.0,269.0,278.0,293.0,308.0,331.0,341.0,365.0,393.0,393.0,528.0,585.0,627.0,644.0,679.0
Ohio,11689100,OH,40.1903624,-82.6692525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,12.0,26.0,30.0,50.0,67.0,89.0,119.0,173.0,247.0,356.0,443.0,567.0,704.0,868.0,1137.0,1406.0,1653.0,1933.0,2199.0,2547.0,2901.0,3312.0,3739.0,4043.0,4453.0,4782.0,5148.0,5512.0,5878.0,6250.0,6604.0,6975.0,7285.0,7794.0,8414.0,9107.0,10222.0,11602.0,12919.0,13725.0,14117.0
Oklahoma,3956971,OK,35.309765399999996,-98.71655849999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,10.0,17.0,17.0,44.0,49.0,53.0,67.0,81.0,106.0,164.0,248.0,322.0,377.0,429.0,481.0,568.0,721.0,881.0,990.0,1161.0,1254.0,1329.0,1474.0,1526.0,1686.0,1794.0,1868.0,1970.0,2069.0,2184.0,2263.0,2357.0,2465.0,2465.0,2567.0,2680.0,2807.0,2894.0
Oregon,4217737,OR,44.1419049,-120.5380993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,6.0,14.0,14.0,14.0,19.0,24.0,30.0,36.0,36.0,39.0,66.0,75.0,88.0,114.0,137.0,161.0,191.0,210.0,266.0,316.0,416.0,479.0,548.0,606.0,690.0,736.0,826.0,899.0,899.0,1068.0,1068.0,1132.0,1181.0,1321.0,1322.0,1371.0,1527.0,1584.0,1633.0,1663.0,1736.0,1785.0,1844.0,1910.0,1957.0,2004.0,2059.0
Pennsylvania,12801989,PA,40.99459279999999,-77.6046984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,7.0,12.0,16.0,22.0,41.0,47.0,47.0,79.0,112.0,155.0,206.0,311.0,399.0,509.0,698.0,946.0,1260.0,1795.0,2345.0,2845.0,3432.0,4155.0,4963.0,6009.0,7268.0,8570.0,10444.0,11589.0,13127.0,14853.0,16631.0,18300.0,20051.0,21719.0,22938.0,24292.0,25465.0,26753.0,28258.0,29888.0,31652.0,32902.0,33914.0,35249.0,36082.0
Rhode Island,1059361,RI,41.5827282,-71.5064508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,12.0,20.0,20.0,21.0,23.0,33.0,44.0,54.0,66.0,83.0,106.0,124.0,132.0,165.0,203.0,239.0,294.0,408.0,488.0,566.0,645.0,711.0,806.0,922.0,1082.0,1229.0,1450.0,1727.0,1727.0,2349.0,2665.0,2665.0,3251.0,3251.0,3529.0,4177.0,4491.0,4706.0,5090.0,5500.0,5841.0
South Carolina,5148714,SC,33.62505,-80.9470381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,7.0,10.0,7.0,8.0,19.0,19.0,30.0,47.0,60.0,80.0,126.0,174.0,196.0,298.0,342.0,424.0,424.0,542.0,660.0,774.0,925.0,1083.0,1293.0,1554.0,1700.0,1917.0,2049.0,2232.0,2417.0,2417.0,2793.0,3067.0,3211.0,3320.0,3391.0,3553.0,3656.0,3931.0,4099.0,4248.0,4377.0,4446.0,4439.0,4761.0
South Dakota,884659,SD,44.2126995,-100.24716409999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,8.0,8.0,8.0,10.0,11.0,11.0,14.0,14.0,14.0,21.0,28.0,30.0,41.0,46.0,58.0,68.0,90.0,101.0,108.0,129.0,165.0,187.0,212.0,240.0,288.0,320.0,393.0,447.0,536.0,626.0,730.0,868.0,988.0,1168.0,1311.0,1411.0,1542.0,1635.0,1685.0,1755.0,1858.0
Tennessee,6829174,TN,35.830521000000005,-85.97859890000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,9.0,18.0,26.0,32.0,32.0,52.0,74.0,100.0,154.0,223.0,304.0,393.0,614.0,772.0,916.0,1097.0,1318.0,1511.0,1720.0,1917.0,2391.0,2933.0,3013.0,3067.0,3322.0,3633.0,3802.0,4139.0,4363.0,4634.0,4891.0,5132.0,5508.0,5610.0,5827.0,5827.0,6166.0,6263.0,6589.0,7070.0,7238.0,7394.0,7394.0
Texas,28995881,TX,31.1693363,-100.0768425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,8.0,11.0,13.0,16.0,21.0,27.0,44.0,60.0,63.0,85.0,110.0,196.0,306.0,429.0,582.0,643.0,758.0,955.0,1229.0,1563.0,1937.0,2455.0,2792.0,3147.0,3809.0,4355.0,5069.0,5734.0,6567.0,7209.0,8043.0,8925.0,9777.0,11208.0,12105.0,13023.0,13677.0,14275.0,15006.0,15907.0,16876.0,17849.0,18704.0,19260.0,19751.0,20574.0,21321.0
Utah,3205958,UT,39.4997605,-111.547028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,9.0,10.0,18.0,28.0,39.0,47.0,62.0,95.0,118.0,162.0,257.0,298.0,340.0,396.0,472.0,602.0,720.0,798.0,888.0,888.0,1086.0,1248.0,1428.0,1601.0,1678.0,1739.0,1848.0,1856.0,2103.0,2207.0,2303.0,2363.0,2417.0,2548.0,2683.0,2793.0,2917.0,3069.0,3213.0,3297.0,3445.0
Vermont,623989,VT,43.8717545,-72.4477828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,12.0,12.0,13.0,22.0,29.0,49.0,52.0,75.0,95.0,125.0,158.0,184.0,211.0,235.0,256.0,293.0,321.0,338.0,389.0,461.0,512.0,543.0,575.0,605.0,628.0,679.0,711.0,727.0,748.0,752.0,759.0,774.0,779.0,803.0,813.0,816.0,818.0,823.0
Virginia,8535519,VA,38.0033855,-79.4587861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,9.0,12.0,27.0,37.0,37.0,49.0,67.0,79.0,103.0,123.0,157.0,220.0,254.0,293.0,396.0,466.0,607.0,740.0,890.0,1020.0,1249.0,1483.0,1706.0,2012.0,2407.0,2640.0,2878.0,3335.0,3645.0,4042.0,4509.0,5077.0,5274.0,5747.0,6182.0,6500.0,6889.0,7491.0,8053.0,8542.0,8990.0,9630.0,10266.0
Washington,7614893,WA,38.899348700000004,-77.0145665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,11.0,18.0,27.0,39.0,70.0,78.0,102.0,122.0,122.0,167.0,282.0,442.0,568.0,642.0,603.0,779.0,955.0,1022.0,1374.0,1524.0,1793.0,1997.0,2221.0,2328.0,2591.0,3207.0,3477.0,4030.0,4465.0,4923.0,5432.0,5608.0,6389.0,6846.0,7247.0,7825.0,8311.0,8692.0,9276.0,9639.0,10119.0,10434.0,10609.0,10635.0,10799.0,10942.0,11057.0,11517.0,11776.0,11978.0,12114.0,12563.0,12051.0
West Virginia,1792147,WV,38.920170500000005,-80.1816905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,12.0,16.0,16.0,22.0,39.0,52.0,76.0,96.0,113.0,145.0,162.0,191.0,216.0,237.0,282.0,324.0,345.0,412.0,483.0,514.0,574.0,577.0,593.0,611.0,640.0,702.0,728.0,775.0,785.0,890.0,902.0,908.0,939.0
Wisconsin,5822434,WI,44.7862968,-89.82670490000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,8.0,19.0,27.0,28.0,48.0,73.0,111.0,159.0,219.0,282.0,381.0,425.0,481.0,621.0,728.0,926.0,1055.0,1164.0,1230.0,1412.0,1556.0,1748.0,2012.0,2030.0,2320.0,2449.0,2578.0,2710.0,2886.0,3068.0,3213.0,3341.0,3428.0,3555.0,3721.0,3875.0,4053.0,4199.0,4346.0,4499.0,4625.0,4845.0
Wyoming,578759,WY,43.000325,-107.5545669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,11.0,16.0,18.0,21.0,23.0,26.0,26.0,29.0,44.0,53.0,70.0,82.0,86.0,94.0,109.0,130.0,150.0,162.0,187.0,197.0,210.0,216.0,221.0,230.0,239.0,261.0,270.0,275.0,282.0,287.0,296.0,305.0,309.0,313.0,317.0,443.0,447.0
Puerto Rico Commonwealth,3193694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
